Site,Location,Criteria,Areaha (acre),Year_num,lat,lon,country,site_page_name,site_page_link
Blenheim Palace,"United KingdomWoodstock, England, United Kingdom 51°50′31″N 1°21′41″W﻿ / ﻿51.84194°N 1.36139°W﻿ / 51.84194; -1.36139﻿ (Blenheim Palace)","Cultural:UniWoo(ii), (iv)",—,1978,51.84194564819336,1.361388921737671,United Kingdom,/wiki/Blenheim_Palace,https://en.wikipedia.org/wiki/Blenheim_Palace
"Bordeaux, Port of the Moon","FranceGironde, France 44°50′20″N 0°34′20″E﻿ / ﻿44.83889°N 0.57222°E﻿ / 44.83889; 0.57222﻿ (Bordeaux, Port of the Moon)","Cultural:FraGir1(ii), (iv)","7007173100000000000♠1,731 (4,280)",1978,44.838890075683594,0.5722222328186035,France,/wiki/Bordeaux,https://en.wikipedia.org/wiki/Bordeaux
Bourges Cathedral,"FranceBourges, France 47°4′56″N 2°23′54″E﻿ / ﻿47.08222°N 2.39833°E﻿ / 47.08222; 2.39833﻿ (Bourges Cathedral)","Cultural:FraBou(i), (iv)",7003850000000000000♠0.85 (2.1),1978,47.08222198486328,2.3983333110809326,France,/wiki/Bourges_Cathedral,https://en.wikipedia.org/wiki/Bourges_Cathedral
Canal du Midi,"FranceSouthern France, France 43°36′41″N 1°24′59″E﻿ / ﻿43.61139°N 1.41639°E﻿ / 43.61139; 1.41639﻿ (Canal du Midi)","Cultural:FraSou1(i), (ii), (iv), (vi)","7007117200000000000♠1,172 (2,900)",1978,43.61138916015625,1.4163888692855835,France,/wiki/Canal_du_Midi,https://en.wikipedia.org/wiki/Canal_du_Midi
"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church","United KingdomCanterbury, England, United Kingdom 51°16′48″N 1°4′59″E﻿ / ﻿51.28000°N 1.08306°E﻿ / 51.28000; 1.08306﻿ (Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church)","Cultural:UniCan(i), (ii), (vi)",7005180000000000000♠18 (44),1978,51.279998779296875,1.0830554962158203,United Kingdom,NA,https://en.wikipedia.orgNA
Carolingian Westwork and Civitas Corvey,"GermanyHöxter, Germany, Germany 51°46′42″N 9°24′37″E﻿ / ﻿51.77833°N 9.41028°E﻿ / 51.77833; 9.41028﻿ (Carolingian Westwork and Civitas Corvey)","Cultural:GerCar(ii), (iii), (iv)",7005120000000000000♠12 (30),1978,51.7783317565918,9.410277366638184,Germany,/wiki/Imperial_Abbey_of_Corvey,https://en.wikipedia.org/wiki/Imperial_Abbey_of_Corvey
Castles and Town Walls of King Edward in Gwynedd,"United KingdomGwynedd, Wales, United Kingdom 53°8′23″N 4°16′37″W﻿ / ﻿53.13972°N 4.27694°W﻿ / 53.13972; -4.27694﻿ (Castles and Town Walls of King Edward in Gwynedd)","Cultural:UniGwy(i), (iii), (iv)",7004600000000000000♠6 (15),1978,53.13972091674805,4.276944637298584,United Kingdom,/wiki/Castles_and_Town_Walls_of_King_Edward_in_Gwynedd,https://en.wikipedia.org/wiki/Castles_and_Town_Walls_of_King_Edward_in_Gwynedd
Castles of Augustusburg and Falkenlust at Brühl,"GermanyBrühl, North Rhine-Westphalia, Germany 50°49′30″N 6°54′35″E﻿ / ﻿50.82500°N 6.90972°E﻿ / 50.82500; 6.90972﻿ (Castles of Augustusburg and Falkenlust at Brühl)","Cultural:GerBru(ii), (iv)",7005890000000000000♠89 (220),1978,50.82500076293945,6.909722328186035,Germany,"/wiki/Augustusburg_and_Falkenlust_Palaces,_Br%C3%BChl","https://en.wikipedia.org/wiki/Augustusburg_and_Falkenlust_Palaces,_Br%C3%BChl"
"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims","FranceReims, France 49°15′12″N 4°1′58″E﻿ / ﻿49.25333°N 4.03278°E﻿ / 49.25333; 4.03278﻿ (Cathedral of Notre-Dame, Former Abbey of Saint-Remi and Palace of Tau, Reims)","Cultural:FraRei(i), (ii), (vi)",7004416000000000000♠4.16 (10.3),1978,49.253334045410156,4.032777786254883,France,NA,https://en.wikipedia.orgNA
The Causses and the Cévennes,"FranceSouthern France, France 44°13′13″N 3°28′23″E﻿ / ﻿44.22028°N 3.47306°E﻿ / 44.22028; 3.47306﻿ (The Causses and the Cévennes)","Cultural:FraSou2(iii), (v)","7009302319000000000♠302,319 (747,050)",1978,44.22027587890625,3.473055601119995,France,NA,https://en.wikipedia.orgNA
Caves and Ice Age Art in the Swabian Jura,"GermanyAch and Lone Valleys, Germany 48°23′16″N 9°45′56″E﻿ / ﻿48.38778°N 9.76556°E﻿ / 48.38778; 9.76556﻿ (Ach Valley)48°32′56″N 10°10′32″E﻿ / ﻿48.54889°N 10.17556°E﻿ / 48.54889; 10.17556﻿ (Lone Valley)",Cultural:GerJur(iii),"7006462100000000000♠462.1 (1,142)",1978,48.387779235839844,9.765555381774902,Germany,/wiki/Caves_and_Ice_Age_Art_in_the_Swabian_Jura,https://en.wikipedia.org/wiki/Caves_and_Ice_Age_Art_in_the_Swabian_Jura
"Champagne hillsides, houses and cellars","FranceMarne, France 49°04′39″N 3°56′46″E﻿ / ﻿49.07750°N 3.94611°E﻿ / 49.07750; 3.94611﻿ (Champagne hillsides, houses and cellars)","Cultural:FraMar(iii), (iv), (vi)","7007110100000000000♠1,101 (2,720)",1978,49.07749938964844,3.9461112022399902,France,"/wiki/Champagne_hillsides,_houses_and_cellars","https://en.wikipedia.org/wiki/Champagne_hillsides,_houses_and_cellars"
Chartres Cathedral,"FranceChartres, France 48°26′51″N 1°29′14″E﻿ / ﻿48.44750°N 1.48722°E﻿ / 48.44750; 1.48722﻿ (Chartres Cathedral)","Cultural:FraCha(i), (ii), (iv)",7004106000000000000♠1.06 (2.6),1978,48.4474983215332,1.4872221946716309,France,/wiki/Chartres_Cathedral,https://en.wikipedia.org/wiki/Chartres_Cathedral
"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning","SwitzerlandCanton of Neuchâtel,  Switzerland 47°6′14″N 6°49′58″E﻿ / ﻿47.10389°N 6.83278°E﻿ / 47.10389; 6.83278﻿ (La Chaux-de-Fonds/Le Locle, Watchmaking Town Planning.)",Cultural:SwiNeu(iv),7006284000000000000♠284 (700),1978,47.10388946533203,6.832777976989746,Switzerland,NA,https://en.wikipedia.orgNA
Cistercian Abbey of Fontenay,"FranceMarmagne, Côte-d'Or, France 47°38′22″N 4°23′21″E﻿ / ﻿47.63944°N 4.38917°E﻿ / 47.63944; 4.38917﻿ (Cistercian Abbey of Fontenay)",Cultural:FraMar(iv),7004576999999999999♠5.77 (14.3),1978,47.63944625854492,4.389166831970215,France,/wiki/Abbey_of_Fontenay,https://en.wikipedia.org/wiki/Abbey_of_Fontenay
City of Bath,"United KingdomSomerset, England, United Kingdom 51°22′53″N 2°21′31″W﻿ / ﻿51.38139°N 2.35861°W﻿ / 51.38139; -2.35861﻿ (City of Bath)","Cultural:UniSom(i), (ii), (iv)","7007290000000000000♠2,900 (7,200)",1978,51.38138961791992,2.3586111068725586,United Kingdom,NA,https://en.wikipedia.orgNA
City of Graz – Historic Centre and Schloss Eggenberg,"AustriaStyria, Austria 47°4′27″N 15°23′30″E﻿ / ﻿47.07417°N 15.39167°E﻿ / 47.07417; 15.39167﻿ (City of Graz – Historic Centre and Schloss Eggenberg)","Cultural:AusSty(ii), (iv)",—,1978,47.07416534423828,15.391666412353516,Austria,NA,https://en.wikipedia.orgNA
City of Luxembourg: its Old Quarters and Fortifications,Luxembourg Luxembourg 49°36′36″N 6°7′59.988″E﻿ / ﻿49.61000°N 6.13333000°E﻿ / 49.61000; 6.13333000﻿ (City of Luxembourg: its Old Quarters and Fortifications),Cultural:Luxembourg(iv),7005300000000000000♠30 (74),1978,49.61000061035156,6.13332986831665,Luxembourg,NA,https://en.wikipedia.orgNA
Classical Weimar,"GermanyThuringia, Germany 50°58′39″N 11°19′43″E﻿ / ﻿50.97750°N 11.32861°E﻿ / 50.97750; 11.32861﻿ (Classical Weimar)","Cultural:GerWei(iii), (vi)",—,1978,50.977500915527344,11.328611373901367,Germany,/wiki/Classical_Weimar_(World_Heritage_Site),https://en.wikipedia.org/wiki/Classical_Weimar_(World_Heritage_Site)
"The Climats, terroirs of Burgundy","FranceCôte-d'Or, France 47°03′29″N 4°51′52″E﻿ / ﻿47.05806°N 4.86444°E﻿ / 47.05806; 4.86444﻿ (The Climats, terroirs of Burgundy)","Cultural:FraCot(iii), (v)","7008132190000000000♠13,219 (32,660)",1978,47.05805587768555,4.864444255828857,France,NA,https://en.wikipedia.orgNA
"Collegiate Church, Castle, and Old Town of Quedlinburg","GermanyHarz, Germany 51°47′0″N 11°9′0″E﻿ / ﻿51.78333°N 11.15000°E﻿ / 51.78333; 11.15000﻿ (Collegiate Church, Castle and Old Town of Quedlinburg)",Cultural:GerHar(iv),7005900000000000000♠90 (220),1978,51.78333282470703,11.149999618530273,Germany,NA,https://en.wikipedia.orgNA
Cologne Cathedral,"GermanyCologne, Germany 50°56′28″N 6°57′26″E﻿ / ﻿50.94111°N 6.95722°E﻿ / 50.94111; 6.95722﻿ (Cologne Cathedral)","Cultural:GerCol(i), (ii), (iv)",—,1978,50.94111251831055,6.957221984863281,Germany,/wiki/Cologne_Cathedral,https://en.wikipedia.org/wiki/Cologne_Cathedral
Convent of St Gall,"SwitzerlandSt. Gallen,  Switzerland 47°25′24″N 9°22′40″E﻿ / ﻿47.42333°N 9.37778°E﻿ / 47.42333; 9.37778﻿ (Convent of St Gall)","Cultural:SwiStGal(ii), (iv)",—,1978,NaN,47.42333221435547,Switzerland,/wiki/Abbey_of_Saint_Gall,https://en.wikipedia.org/wiki/Abbey_of_Saint_Gall
Cornwall and West Devon Mining Landscape,"United KingdomSouth West England, United Kingdom 50°8′10″N 5°23′1″W﻿ / ﻿50.13611°N 5.38361°W﻿ / 50.13611; -5.38361﻿ (Cornwall and West Devon Mining Landscape)","Cultural:UniSouCor(ii), (iii), (iv)","7008197190000000000♠19,719 (48,730)",1978,50.136112213134766,5.38361120223999,United Kingdom,/wiki/Cornwall_and_West_Devon_Mining_Landscape,https://en.wikipedia.org/wiki/Cornwall_and_West_Devon_Mining_Landscape
"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche","FranceVallon-Pont-d'Arc, France 44°23′20″N 4°24′59″E﻿ / ﻿44.38889°N 4.41639°E﻿ / 44.38889; 4.41639﻿ (Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche)","Cultural:FraDec(i), (iii)",7004900000000000000♠9 (22),1978,44.38888931274414,4.416388988494873,France,/wiki/Chauvet_Cave,https://en.wikipedia.org/wiki/Chauvet_Cave
Defence Line of Amsterdam,"NetherlandsAmsterdam, Netherlands 52°22′28″N 4°53′35″E﻿ / ﻿52.37444°N 4.89306°E﻿ / 52.37444; 4.89306﻿ (Defence Line of Amsterdam)","Cultural:NetAmsDef(ii), (iv), (v)","7008149530000000000♠14,953 (36,950)",1978,52.37444305419922,4.893055438995361,Netherlands,/wiki/Stelling_van_Amsterdam,https://en.wikipedia.org/wiki/Stelling_van_Amsterdam
Derwent Valley Mills,"United KingdomDerbyshire, England, United Kingdom 53°1′44″N 1°29′17″W﻿ / ﻿53.02889°N 1.48806°W﻿ / 53.02889; -1.48806﻿ (Derwent Valley Mills)","Cultural:UniDer(ii), (iv)","7007122900000000000♠1,229 (3,040)",1978,53.02888870239258,1.4880555868148804,United Kingdom,/wiki/Derwent_Valley_Mills,https://en.wikipedia.org/wiki/Derwent_Valley_Mills
Droogmakerij de Beemster (Beemster Polder),"NetherlandsNorth Holland, Netherlands52°32′56″N 4°54′40″E﻿ / ﻿52.54889°N 4.91111°E﻿ / 52.54889; 4.91111﻿ (Droogmakerij de Beemster (Beemster Polder))","Cultural:NetNorBeem(i), (ii), (iv)",—,1978,52.54888916015625,4.911110877990723,Netherlands,/wiki/Beemster,https://en.wikipedia.org/wiki/Beemster
Durham Castle and Cathedral,"United KingdomDurham, England, United Kingdom 54°46′29″N 1°34′34″W﻿ / ﻿54.77472°N 1.57611°W﻿ / 54.77472; -1.57611﻿ (Durham Castle and Cathedral)","Cultural:UniDur(ii), (iv), (vi)",7004878999999999999♠8.79 (21.7),1978,54.774723052978516,1.576111078262329,United Kingdom,NA,https://en.wikipedia.orgNA
The English Lake District,"United KingdomNorth West England, United Kingdom 54°28′36″N 3°4′57″W﻿ / ﻿54.47667°N 3.08250°W﻿ / 54.47667; -3.08250﻿ (The English Lake District)","Cultural:UniLak(ii), (v), (vi)","7009229205190000000♠229,205.19 (566,378.4)",1978,54.47666549682617,3.0824999809265137,United Kingdom,/wiki/Lake_District,https://en.wikipedia.org/wiki/Lake_District
Episcopal City of Albi,"FranceTarn, France 43°55′42″N 2°8′33″E﻿ / ﻿43.92833°N 2.14250°E﻿ / 43.92833; 2.14250﻿ (Cité épiscopale d'Albi)","Cultural:FraTar(iv), (v)",7005190000000000000♠19 (47),1978,43.9283332824707,2.1424999237060547,France,NA,https://en.wikipedia.orgNA
Fagus Factory in Alfeld,"GermanyAlfeld, Germany 51°59′1″N 9°48′40″E﻿ / ﻿51.98361°N 9.81111°E﻿ / 51.98361; 9.81111﻿ (Fagus Factory in Alfeld)","Cultural:GerAlf(ii), (iv)",7004188000000000000♠1.88 (4.6),1978,51.983612060546875,9.8111114501953125,Germany,/wiki/Fagus_Factory,https://en.wikipedia.org/wiki/Fagus_Factory
Fertö / Neusiedlersee Cultural Landscape,"AustriaBurgenland and Győr-Moson-Sopron County, Austria* Hungary*  47°43′9.4″N 16°43′21.8″E﻿ / ﻿47.719278°N 16.722722°E﻿ / 47.719278; 16.722722﻿ (Fertö / Neusiedlersee Cultural Landscape)",Cultural:AusBur(v),7005520000000000000♠52 (130),1978,47.719276428222656,16.72272300720215,Austria,/wiki/Lake_Neusiedl,https://en.wikipedia.org/wiki/Lake_Neusiedl
Flemish Béguinages,"BelgiumFlanders, Belgium 51°1′52″N 4°28′26″E﻿ / ﻿51.03111°N 4.47389°E﻿ / 51.03111; 4.47389﻿ (Flemish Béguinages)","Cultural:BelFla(ii), (iii), (iv)",7005600000000000000♠60 (150),1978,51.03111267089844,4.473888874053955,Belgium,/wiki/B%C3%A9guinage,https://en.wikipedia.org/wiki/B%C3%A9guinage
Forth Bridge,"United KingdomScotland, United Kingdom 56°0′3″N 3°23′23″W﻿ / ﻿56.00083°N 3.38972°W﻿ / 56.00083; -3.38972﻿ (Forth Bridge)","Cultural:UniFor(i), (iv)",7004750000000000000♠7.5 (19),1978,56.000831604003906,3.3897221088409424,United Kingdom,/wiki/Forth_Bridge,https://en.wikipedia.org/wiki/Forth_Bridge
Fortifications of Vauban,France France 50°16′57″N 2°45′32″E﻿ / ﻿50.28250°N 2.75889°E﻿ / 50.28250; 2.75889﻿ (Fortifications of Vauban),"Cultural:Fra1(i), (ii), (iv)","7007115300000000000♠1,153 (2,850)",1978,50.282501220703125,2.7588889598846436,France,/wiki/Fortifications_of_Vauban,https://en.wikipedia.org/wiki/Fortifications_of_Vauban
"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx","BelgiumLa Louvière, Belgium 50°28′52″N 4°8′14″E﻿ / ﻿50.48111°N 4.13722°E﻿ / 50.48111; 4.13722﻿ (The Four Lifts on the Canal du Centre)","Cultural:BelLaLou(iii), (iv)",7005670000000000000♠67 (170),1978,50.481109619140625,4.1372222900390625,Belgium,/wiki/Lifts_on_the_old_Canal_du_Centre,https://en.wikipedia.org/wiki/Lifts_on_the_old_Canal_du_Centre
Frontiers of the Roman Empire,"GermanyCentral Lowlands,Northern England, and Southern Germany Germany* United Kingdom* 54°59′33″N 2°36′4″W﻿ / ﻿54.99250°N 2.60111°W﻿ / 54.99250; -2.60111﻿ (Frontiers of the Roman Empire)","Cultural:GerCen(ii), (iii), (iv)","7006527000000000000♠527 (1,300)",1978,54.99250030517578,2.6011111736297607,Germany,/wiki/Limes,https://en.wikipedia.org/wiki/Limes
Garden Kingdom of Dessau-Wörlitz,"GermanySaxony-Anhalt, Germany 51°50′33″N 12°25′15″E﻿ / ﻿51.84250°N 12.42083°E﻿ / 51.84250; 12.42083﻿ (Garden Kingdom of Dessau-Wörlitz)","Cultural:GerSax1(ii), (iv)","7008145000000000000♠14,500 (36,000)",1978,51.842498779296875,12.420833587646484,Germany,/wiki/Dessau-W%C3%B6rlitz_Garden_Realm,https://en.wikipedia.org/wiki/Dessau-W%C3%B6rlitz_Garden_Realm
"La Grand-Place, Brussels","BelgiumBrussels, Belgium 50°50′48.048″N 4°21′9″E﻿ / ﻿50.84668000°N 4.35250°E﻿ / 50.84668000; 4.35250﻿ (La Grand-Place, Brussels)","Cultural:BelBru1(ii), (iv)",7004148000000000000♠1.48 (3.7),1978,50.8466796875,4.352499961853027,Belgium,/wiki/Grand_Place,https://en.wikipedia.org/wiki/Grand_Place
Hallstatt-Dachstein / Salzkammergut Cultural Landscape,"AustriaSalzkammergut, Austria 47°33′34″N 13°38′47″E﻿ / ﻿47.55944°N 13.64639°E﻿ / 47.55944; 13.64639﻿ (Hallstatt-Dachstein / Salzkammergut Cultural Landscape)","Cultural:AusSal(iii), (iv)","7008284460000000000♠28,446 (70,290)",1978,47.559444427490234,13.64638900756836,Austria,NA,https://en.wikipedia.orgNA
Hanseatic City of Lübeck,"GermanySchleswig-Holstein, Germany 53°52′0″N 10°41′30″E﻿ / ﻿53.86667°N 10.69167°E﻿ / 53.86667; 10.69167﻿ (Hanseatic City of Lübeck)",Cultural:GerSch(iv),7005810000000000000♠81 (200),1978,53.86666488647461,10.691666603088379,Germany,NA,https://en.wikipedia.orgNA
Heart of Neolithic Orkney,"United KingdomMainland, Scotland, United Kingdom 58°59′45.8″N 3°11′19″W﻿ / ﻿58.996056°N 3.18861°W﻿ / 58.996056; -3.18861﻿ (Heart of Neolithic Orkney)","Cultural:UniMai(i), (ii),(iii), (iv)",7005150000000000000♠15 (37),1978,58.996055603027344,3.1886110305786133,United Kingdom,/wiki/Heart_of_Neolithic_Orkney,https://en.wikipedia.org/wiki/Heart_of_Neolithic_Orkney
Historic Centre of Brugge,"BelgiumWest Flanders, Belgium 51°12′32.076″N 3°13′30.972″E﻿ / ﻿51.20891000°N 3.22527000°E﻿ / 51.20891000; 3.22527000﻿ (Historic Centre of Brugge)","Cultural:BelWes(ii), (iv), (vi)","7006410000000000000♠410 (1,000)",1978,51.20891189575195,3.2252700328826904,Belgium,NA,https://en.wikipedia.orgNA
Historic Centre of Salzburg,"AustriaSalzburg, Austria 47°48′2″N 13°2′36″E﻿ / ﻿47.80056°N 13.04333°E﻿ / 47.80056; 13.04333﻿ (Historic Centre of the City of Salzburg)","Cultural:AusSal(ii), (iv), (vi)",7006236000000000000♠236 (580),1978,47.80055618286133,13.043333053588867,Austria,NA,https://en.wikipedia.orgNA
Historic Centre of Vienna,Austria Austria 48°13′0″N 16°22′59″E﻿ / ﻿48.21667°N 16.38306°E﻿ / 48.21667; 16.38306﻿ (Historic Centre of Vienna),"Cultural:Aus2(ii), (iv), (vi)",7006371000000000000♠371 (920),1978,48.21666717529297,16.383054733276367,Austria,NA,https://en.wikipedia.orgNA
Historic Centres of Stralsund and Wismar,"GermanyMecklenburg-Vorpommern, Germany 54°18′9″N 13°5′7″E﻿ / ﻿54.30250°N 13.08528°E﻿ / 54.30250; 13.08528﻿ (Historic Centres of Stralsund and Wismar)","Cultural:GerMec(ii), (iv)",7006168000000000000♠168 (420),1978,54.3025016784668,13.085277557373047,Germany,NA,https://en.wikipedia.orgNA
Historic Fortified City of Carcassonne,"FranceAude, France 43°12′38″N 2°21′32″E﻿ / ﻿43.21056°N 2.35889°E﻿ / 43.21056; 2.35889﻿ (Historic Fortified City of Carcassonne)","Cultural:FraAud(ii), (iv)",7005110000000000000♠11 (27),1978,43.21055603027344,2.358888864517212,France,/wiki/Cit%C3%A9_de_Carcassonne,https://en.wikipedia.org/wiki/Cit%C3%A9_de_Carcassonne
Historic Site of Lyon,"FranceRhône, France 45°46′2″N 4°50′0″E﻿ / ﻿45.76722°N 4.83333°E﻿ / 45.76722; 4.83333﻿ (Historic Site of Lyon)","Cultural:FraRho(ii), (iv)","7006427000000000000♠427 (1,060)",1978,45.7672233581543,4.833333492279053,France,NA,https://en.wikipedia.orgNA
Ironbridge Gorge,"United KingdomShropshire, England, United Kingdom 52°37′35″N 2°28′22″W﻿ / ﻿52.62639°N 2.47278°W﻿ / 52.62639; -2.47278﻿ (Ironbridge Gorge)","Cultural:UniShr(i), (ii),(iv), (vi)",—,1978,52.62638854980469,2.472777843475342,United Kingdom,/wiki/Ironbridge_Gorge,https://en.wikipedia.org/wiki/Ironbridge_Gorge
Jurisdiction of Saint-Émilion,"FranceGironde, France 44°53′41″N 0°9′19″E﻿ / ﻿44.89472°N 0.15528°E﻿ / 44.89472; 0.15528﻿ (Jurisdiction of Saint-Emilion)","Cultural:FraGir2(iii), (iv)","7007784700000000000♠7,847 (19,390)",1978,44.89472198486328,0.1552777737379074,France,NA,https://en.wikipedia.orgNA
Mill Network at Kinderdijk-Elshout,"NetherlandsAlblasserdam and Nieuw-Lekkerland, Netherlands 51°52′57″N 4°38′58″E﻿ / ﻿51.88250°N 4.64944°E﻿ / 51.88250; 4.64944﻿ (Mill Network at Kinderdijk-Elshout)","Cultural:NetAlb(i), (ii), (iv)",—,1978,51.88249969482422,4.649444580078125,Netherlands,/wiki/Kinderdijk,https://en.wikipedia.org/wiki/Kinderdijk
"Lavaux, Vineyard Terraces","SwitzerlandVaud,  Switzerland  46°29′31″N 6°44′46″E﻿ / ﻿46.49194°N 6.74611°E﻿ / 46.49194; 6.74611﻿ (Lavaux, Vineyard Terraces)","Cultural:SwiVau(iii), (iv), (v)","7007140800000000000♠1,408 (3,480)",1978,46.491943359375,6.746110916137695,Switzerland,/wiki/Lavaux,https://en.wikipedia.org/wiki/Lavaux
"Le Havre, the City Rebuilt by Auguste Perret","FranceSeine-Maritime, France 49°29′34″N 0°6′27″E﻿ / ﻿49.49278°N 0.10750°E﻿ / 49.49278; 0.10750﻿ (Le Havre)","Cultural:FraSei(ii), (iv)",7006133000000000000♠133 (330),1978,49.49277877807617,0.10750000178813934,France,NA,https://en.wikipedia.orgNA
Liverpool – Maritime Mercantile City,"United KingdomMerseyside, England, United Kingdom 53°24′24″N 2°59′40″W﻿ / ﻿53.40667°N 2.99444°W﻿ / 53.40667; -2.99444﻿ (Liverpool – Maritime Mercantile City)","Cultural:UniMer(ii), (iii), (iv)",7006136000000000000♠136 (340),1978,53.40666580200195,2.9944443702697754,United Kingdom,/wiki/Liverpool_Maritime_Mercantile_City,https://en.wikipedia.org/wiki/Liverpool_Maritime_Mercantile_City
The Loire Valley between Sully-sur-Loire and Chalonnes,"FranceLoire Valley, France 47°23′56″N 0°42′10″E﻿ / ﻿47.39889°N 0.70278°E﻿ / 47.39889; 0.70278﻿ (The Loire Valley between Sully-sur-Loire and Chalonnes)","Cultural:FraLoi(i), (ii), (iv)","7008853940000000000♠85,394 (211,010)",1978,47.398887634277344,0.7027778029441833,France,/wiki/The_Loire_Valley_between_Sully-sur-Loire_and_Chalonnes,https://en.wikipedia.org/wiki/The_Loire_Valley_between_Sully-sur-Loire_and_Chalonnes
Luther Memorials in Eisleben and Wittenberg,"GermanySaxony-Anhalt, Germany 51°51′53″N 12°39′10″E﻿ / ﻿51.86472°N 12.65278°E﻿ / 51.86472; 12.65278﻿ (Luther Memorials in Eisleben and Wittenberg)","Cultural:GerSax2(iv), (vi)",—,1978,51.864723205566406,12.652777671813965,Germany,NA,https://en.wikipedia.orgNA
Major Mining Sites of Wallonia,"BelgiumWallonia, Belgium 50°26′7″N 3°50′18″E﻿ / ﻿50.43528°N 3.83833°E﻿ / 50.43528; 3.83833﻿ (Major Mining Sites of Wallonia)","Cultural:BelMaj(ii), (iv)",7006118000000000000♠118 (290),1978,50.43527603149414,3.8383333683013916,Belgium,/wiki/Major_Mining_Sites_of_Wallonia,https://en.wikipedia.org/wiki/Major_Mining_Sites_of_Wallonia
Major Town Houses of the Architect Victor Horta (Brussels),"BelgiumBrussels, Belgium 50°49′41″N 4°21′44″E﻿ / ﻿50.82806°N 4.36222°E﻿ / 50.82806; 4.36222﻿ (Major Town Houses of the Architect Victor Horta (Brussels))","Cultural:BelBru2(i), (ii), (iv)",—,1978,50.82805633544922,4.362222194671631,Belgium,/wiki/Major_Town_Houses_of_the_Architect_Victor_Horta_(Brussels),https://en.wikipedia.org/wiki/Major_Town_Houses_of_the_Architect_Victor_Horta_(Brussels)
Margravial Opera House Bayreuth,"GermanyBayreuth, Bavaria Germany 49°56′40″N 11°34′43″E﻿ / ﻿49.94444°N 11.57861°E﻿ / 49.94444; 11.57861﻿ (Margravial Opera House Bayreuth)","Cultural:GerMar(i), (iv)",7003190000000000000♠0.19 (0.47),1978,49.94444274902344,11.578611373901367,Germany,NA,https://en.wikipedia.orgNA
Maritime Greenwich,"United KingdomLondon, England, United Kingdom 51°28′45″N 0°0′0″E﻿ / ﻿51.47917°N 0.00000°E﻿ / 51.47917; 0.00000﻿ (Maritime Greenwich)","Cultural:UniLon1(i), (ii),(iv), (vi)",7006110000000000000♠110 (270),1978,51.47916793823242,NaN,United Kingdom,/wiki/Greenwich,https://en.wikipedia.org/wiki/Greenwich
Maulbronn Monastery Complex,"GermanyMaulbronn, Germany 49°0′2.988″N 8°48′47.016″E﻿ / ﻿49.00083000°N 8.81306000°E﻿ / 49.00083000; 8.81306000﻿ (Maulbronn Monastery Complex)","Cultural:GerMau(ii), (iv)",—,1978,49.000831604003906,8.81305980682373,Germany,/wiki/Maulbronn_Monastery,https://en.wikipedia.org/wiki/Maulbronn_Monastery
"Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management System","GermanyGoslar, Upper Harz, Germany 51°49′12″N 10°20′24″E﻿ / ﻿51.82000°N 10.34000°E﻿ / 51.82000; 10.34000﻿ (Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management System)","Cultural:GerGos(i), (ii),(iii), (iv)","7007101000000000000♠1,010 (2,500)",1978,51.81999969482422,10.34000015258789,Germany,NA,https://en.wikipedia.orgNA
Monastic Island of Reichenau,"GermanyBaden-Württemberg, Germany 47°41′55.4″N 9°3′40.7″E﻿ / ﻿47.698722°N 9.061306°E﻿ / 47.698722; 9.061306﻿ (Monastic Island of Reichenau)","Cultural:GerBad(iii), (iv), (vi)",—,1978,47.69872283935547,9.06130599975586,Germany,/wiki/Reichenau_Island,https://en.wikipedia.org/wiki/Reichenau_Island
Mont-Saint-Michel and its Bay,"FranceManche, France 48°38′8″N 1°30′38″W﻿ / ﻿48.63556°N 1.51056°W﻿ / 48.63556; -1.51056﻿ (Mont-Saint-Michel and its Bay)","Cultural:FraMan(i), (iii), (vi)","7007655800000000000♠6,558 (16,210)",1978,48.635555267333984,1.5105555057525635,France,/wiki/Mont_Saint-Michel,https://en.wikipedia.org/wiki/Mont_Saint-Michel
"Museumsinsel (Museum Island), Berlin","GermanyBerlin, Germany 52°31′11″N 13°23′55″E﻿ / ﻿52.51972°N 13.39861°E﻿ / 52.51972; 13.39861﻿ (Museumsinsel (Museum Island), Berlin)","Cultural:GerBer3(ii), (iv)",7004860000000000000♠8.6 (21),1978,52.51972198486328,13.398611068725586,Germany,/wiki/Museum_Island,https://en.wikipedia.org/wiki/Museum_Island
Muskauer Park / Park Mużakowski,"PolandUpper Lusatia, Germany* Poland*51°34′46″N 14°43′35″E﻿ / ﻿51.57944°N 14.72639°E﻿ / 51.57944; 14.72639﻿ (Muskauer Park / Park Mużakowski)","Cultural:GerUpp(i), (iv)",7006348000000000000♠348 (860),1978,51.579444885253906,14.726388931274414,Poland,/wiki/Muskau_Park,https://en.wikipedia.org/wiki/Muskau_Park
